Provincia,Partido,Otros,<= 1 Mbps,"> 1 Mbps, <= 5 Mbps","> 5 Mbps, <= 10 Mbps","> 10 Mbps, <= 15 Mbps","> 15 Mbps, <= 20 Mbps","> 20 Mbps, <= 25 Mbps","> 25 Mbps, <= 30 Mbps","> 30 Mbps, <= 50 Mbps",> 50 Mbps,Total Accesos,Poblacion ENACOM,Poblacion INDEC,Total de viviendas,% accesos
BUENOS AIRES,25 de Mayo,0.0,24.0,1558.0,1783.0,4567.0,604.0,211.0,63.0,37.0,10.0,8857.0,32156.0,36676.0,16304.0,54.32409224730128
BUENOS AIRES,9 de Julio,1.0,21.0,1515.0,8150.0,1201.0,1037.0,197.0,327.0,2051.0,1008.0,15508.0,40128.0,52941.0,23630.0,65.62843842573001
BUENOS AIRES,Adolfo Alsina,10.0,3.0,1360.0,1300.0,1235.0,25.0,0.0,26.0,266.0,34.0,4259.0,15188.0,17666.0,8828.0,48.244222927050295
BUENOS AIRES,Adolfo Gonzales Chaves,0.0,3.0,875.0,610.0,1060.0,0.0,0.0,46.0,1.0,0.0,2595.0,1880.0,12954.0,5947.0,43.635446443585
BUENOS AIRES,Alberti,0.0,4.0,342.0,151.0,300.0,0.0,0.0,2.0,0.0,1.0,800.0,412.0,12726.0,5960.0,13.422818791946309
BUENOS AIRES,Almirante Brown,53.0,241.0,1068.0,6981.0,439.0,413.0,1215.0,63455.0,9397.0,63768.0,147030.0,552138.0,585852.0,184463.0,79.70704152052173
BUENOS AIRES,Arrecifes,0.0,146.0,2019.0,379.0,544.0,3510.0,7.0,4.0,1627.0,493.0,8729.0,27596.0,32405.0,12730.0,68.57030636292222
BUENOS AIRES,Avellaneda,32.0,274.0,933.0,4865.0,5348.0,1338.0,1481.0,8278.0,41197.0,37377.0,101123.0,339126.0,370939.0,145052.0,69.71499875906572
BUENOS AIRES,Ayacucho,0.0,175.0,160.0,779.0,1226.0,0.0,0.0,5.0,0.0,0.0,2345.0,17551.0,22136.0,9766.0,24.011877943886955
BUENOS AIRES,Azul,13.0,250.0,2986.0,1175.0,886.0,306.0,699.0,48.0,7081.0,4345.0,17789.0,61771.0,75396.0,32319.0,55.04192580215972
BUENOS AIRES,Bahía Blanca,7.0,416.0,2972.0,3996.0,1963.0,937.0,26163.0,1605.0,58689.0,19964.0,116712.0,293373.0,335190.0,150624.0,77.48565965583174
BUENOS AIRES,Balcarce,37.0,80.0,478.0,1526.0,664.0,57.0,291.0,42.0,7871.0,2160.0,13206.0,39795.0,51736.0,20691.0,63.82485138466
BUENOS AIRES,Baradero,0.0,60.0,1363.0,1799.0,143.0,67.0,411.0,13.0,4120.0,1729.0,9705.0,29119.0,38526.0,15252.0,63.63099921321794
BUENOS AIRES,Benito Juárez,5.0,74.0,232.0,510.0,915.0,0.0,0.0,33.0,0.0,0.0,1769.0,1379.0,22558.0,9442.0,18.735437407328956
BUENOS AIRES,Berazategui,10.0,135.0,2366.0,2166.0,3586.0,364.0,528.0,11746.0,39149.0,34602.0,94652.0,324155.0,360582.0,117736.0,80.39342257253517
BUENOS AIRES,Berisso,683.0,174.0,1717.0,1941.0,1782.0,221.0,5892.0,97.0,6797.0,4693.0,23997.0,87698.0,101263.0,35982.0,66.69167917291979
BUENOS AIRES,Bolívar,51.0,13.0,375.0,568.0,636.0,17.0,300.0,16.0,3388.0,969.0,6333.0,4445.0,38119.0,17743.0,35.69294933213098
BUENOS AIRES,Bragado,0.0,18.0,1204.0,354.0,494.0,8.0,446.0,18.0,2417.0,1135.0,6094.0,38722.0,44972.0,20267.0,30.068584398282923
BUENOS AIRES,Brandsen,10.0,40.0,1040.0,1463.0,1158.0,14.0,17.0,6.0,1042.0,360.0,5150.0,22373.0,33026.0,14878.0,34.614867589729805
BUENOS AIRES,Campana,285.0,201.0,536.0,1904.0,511.0,327.0,649.0,94.0,11909.0,11102.0,27518.0,90927.0,110726.0,40957.0,67.18753814976682
BUENOS AIRES,Capitán Sarmiento,0.0,0.0,162.0,403.0,336.0,2.0,535.0,4.0,2480.0,323.0,4245.0,13318.0,15906.0,6342.0,66.93472090823084
BUENOS AIRES,Carlos Casares,0.0,80.0,525.0,2545.0,1360.0,0.0,5.0,3.0,494.0,604.0,5616.0,19612.0,23204.0,11252.0,49.91112691077142
BUENOS AIRES,Carlos Tejedor,1.0,1.0,985.0,1111.0,8.0,4.0,0.0,0.0,0.0,0.0,2110.0,6852.0,13148.0,5469.0,38.581093435728654
BUENOS AIRES,Carmen de Areco,0.0,5.0,1095.0,122.0,231.0,1.0,52.0,4.0,1245.0,284.0,3039.0,13288.0,17386.0,7184.0,42.30233853006681
BUENOS AIRES,Castelli,0.0,107.0,891.0,313.0,348.0,0.0,678.0,0.0,41.0,8.0,2386.0,6973.0,10517.0,4100.0,58.195121951219505
BUENOS AIRES,Cañuelas,4.0,411.0,607.0,1693.0,1031.0,1445.0,322.0,28.0,3801.0,4027.0,13369.0,54914.0,71149.0,27431.0,48.736830593124566
BUENOS AIRES,Chacabuco,0.0,30.0,834.0,818.0,665.0,39.0,600.0,40.0,5889.0,2622.0,11537.0,42436.0,53157.0,24626.0,46.84885892958662
BUENOS AIRES,Chascomús,248.0,440.0,3462.0,1555.0,1111.0,510.0,340.0,17.0,4218.0,2575.0,14476.0,33607.0,42914.0,18641.0,77.65677806984603
BUENOS AIRES,Chivilcoy,1.0,52.0,2141.0,2812.0,1006.0,20.0,562.0,30.0,4918.0,3329.0,14871.0,61069.0,70765.0,32072.0,46.367548016961834
BUENOS AIRES,Colón,2414.0,6.0,1454.0,1292.0,756.0,6.0,57.0,107.0,1099.0,312.0,7503.0,23534.0,27356.0,11044.0,67.93734154291923
BUENOS AIRES,Coronel Dorrego,6.0,2.0,52.0,1027.0,257.0,8.0,88.0,10.0,747.0,189.0,2386.0,13446.0,16227.0,8672.0,27.51383763837638
BUENOS AIRES,Coronel Pringles,2.0,16.0,119.0,2172.0,426.0,11.0,0.0,10.0,8.0,0.0,2764.0,1054.0,24249.0,11414.0,24.21587524093219
BUENOS AIRES,Coronel Suárez,3.0,16.0,221.0,4061.0,720.0,1501.0,122.0,484.0,1953.0,448.0,9529.0,34780.0,42676.0,19636.0,48.52821348543492
BUENOS AIRES,Coronel de Marina Leonardo Rosales,0.0,154.0,508.0,288.0,330.0,19.0,333.0,18.0,17232.0,2176.0,21058.0,1172.0,70407.0,28180.0,74.72675656493968
BUENOS AIRES,Daireaux,0.0,4.0,369.0,401.0,187.0,0.0,0.0,0.0,0.0,0.0,961.0,14046.0,19149.0,7582.0,12.674756001055131
BUENOS AIRES,Dolores,0.0,96.0,610.0,6175.0,802.0,674.0,321.0,20.0,2651.0,721.0,12070.0,26226.0,31606.0,13781.0,87.58435527175095
BUENOS AIRES,Ensenada,17.0,456.0,2163.0,971.0,571.0,188.0,404.0,1659.0,4800.0,5086.0,16315.0,56463.0,64406.0,24242.0,67.3005527596733
BUENOS AIRES,Escobar,1984.0,563.0,1889.0,9694.0,321.0,9388.0,404.0,6785.0,7634.0,23293.0,61955.0,212208.0,256449.0,95132.0,65.12529958373628
BUENOS AIRES,Esteban Echeverría,116.0,90.0,781.0,2498.0,266.0,172.0,623.0,27074.0,5648.0,35409.0,72677.0,300745.0,339030.0,110009.0,66.06459471497786
BUENOS AIRES,Exaltación de la Cruz,2.0,8.0,51.0,6446.0,659.0,54.0,2528.0,82.0,788.0,181.0,10799.0,16632.0,39347.0,17532.0,61.595938854665754
BUENOS AIRES,Ezeiza,70.0,91.0,949.0,5192.0,1216.0,552.0,410.0,5830.0,2569.0,26999.0,43878.0,162475.0,203283.0,66005.0,66.476782061965
BUENOS AIRES,Florencio Varela,6.0,1042.0,3478.0,4049.0,557.0,230.0,224.0,23452.0,3536.0,42865.0,79439.0,426004.0,497818.0,145572.0,54.57024702552688
BUENOS AIRES,Florentino Ameghino,1.0,10.0,146.0,277.0,14.0,0.0,0.0,0.0,0.0,0.0,448.0,8057.0,9785.0,4140.0,10.821256038647343
BUENOS AIRES,General Alvarado,257.0,360.0,2395.0,2484.0,1780.0,6.0,41.0,15.0,1075.0,322.0,8735.0,37816.0,45597.0,38952.0,22.4250359416718
BUENOS AIRES,General Alvear,0.0,0.0,0.0,53.0,0.0,47.0,0.0,1.0,0.0,0.0,101.0,9812.0,12941.0,4538.0,2.2256500661084178
BUENOS AIRES,General Arenales,5.0,59.0,3008.0,2072.0,2.0,30.0,0.0,0.0,7.0,0.0,5183.0,13987.0,16050.0,7474.0,69.34706984211935
BUENOS AIRES,General Belgrano,0.0,10.0,322.0,1520.0,288.0,231.0,368.0,71.0,117.0,156.0,3083.0,15732.0,21251.0,9743.0,31.64323103766807
BUENOS AIRES,General Guido,0.0,111.0,32.0,162.0,88.0,0.0,103.0,0.0,106.0,0.0,602.0,2090.0,3226.0,1638.0,36.75213675213676
BUENOS AIRES,General Juan Madariaga,1.0,10.0,178.0,668.0,905.0,0.0,0.0,558.0,0.0,91.0,2411.0,18089.0,23019.0,9352.0,25.780581693755344
BUENOS AIRES,General La Madrid,0.0,123.0,1283.0,930.0,1355.0,2.0,0.0,52.0,381.0,22.0,4148.0,8288.0,11666.0,5324.0,77.91134485349362
BUENOS AIRES,General Las Heras,1.0,30.0,285.0,2096.0,86.0,398.0,0.0,321.0,51.0,0.0,3268.0,1147.0,17572.0,6866.0,47.59685406350131
BUENOS AIRES,General Lavalle,68.0,1.0,160.0,203.0,0.0,0.0,0.0,1.0,0.0,196.0,629.0,2769.0,4949.0,1971.0,31.912734652460678
BUENOS AIRES,General Paz,0.0,1.0,1897.0,377.0,479.0,63.0,1.0,137.0,0.0,0.0,2955.0,8573.0,14230.0,6842.0,43.18912598655364
BUENOS AIRES,General Pinto,0.0,82.0,1608.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1700.0,6557.0,12223.0,5838.0,29.11956149366221
BUENOS AIRES,General Pueyrredón,7.0,641.0,5626.0,9733.0,10470.0,3064.0,5255.0,43750.0,97488.0,55247.0,231281.0,582823.0,682605.0,349006.0,66.26848822083288
BUENOS AIRES,General Rodríguez,2.0,68.0,973.0,808.0,404.0,1349.0,375.0,1527.0,3288.0,5053.0,13847.0,85315.0,143211.0,53323.0,25.968156330288995
BUENOS AIRES,General San Martín,43.0,1396.0,3184.0,10238.0,893.0,3419.0,2821.0,4987.0,51354.0,45159.0,123494.0,330966.0,450335.0,176082.0,70.13436921434332
BUENOS AIRES,General Viamonte,0.0,2.0,4183.0,674.0,237.0,33.0,10.0,2.0,0.0,0.0,5141.0,16697.0,20068.0,8847.0,58.11009381711315
BUENOS AIRES,General Villegas,451.0,30.0,433.0,955.0,19.0,209.0,32.0,0.0,561.0,2173.0,4863.0,8123.0,33679.0,14866.0,32.712229247948336
BUENOS AIRES,Guaminí,0.0,181.0,761.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,1034.0,7351.0,12005.0,5758.0,17.957624175060786
BUENOS AIRES,Hipólito Yrigoyen,0.0,1.0,11.0,864.0,55.0,0.0,0.0,0.0,0.0,0.0,931.0,8645.0,10539.0,4503.0,20.675105485232066
BUENOS AIRES,Hurlingham,3.0,194.0,500.0,1317.0,621.0,192.0,639.0,8809.0,20180.0,15695.0,48150.0,181241.0,187122.0,66052.0,72.89711136680191
BUENOS AIRES,Ituzaingó,11.0,121.0,408.0,2165.0,282.0,190.0,658.0,24500.0,5908.0,21597.0,55840.0,167824.0,179788.0,64212.0,86.96193857845886
BUENOS AIRES,José C. Paz,1.0,1290.0,358.0,1962.0,12.0,165.0,111.0,11614.0,301.0,21865.0,37679.0,265980.0,323918.0,97125.0,38.79433719433719
BUENOS AIRES,Junín,13.0,125.0,5497.0,6574.0,836.0,395.0,1480.0,79.0,11540.0,6299.0,32838.0,89498.0,101762.0,44301.0,74.12473759057357
BUENOS AIRES,La Costa,1598.0,117.0,2319.0,7435.0,9831.0,228.0,5482.0,45.0,37.0,10653.0,37745.0,69451.0,102836.0,128848.0,29.294207127778467
BUENOS AIRES,La Matanza,4.0,1136.0,6129.0,32660.0,2732.0,4379.0,2018.0,100185.0,13897.0,183487.0,346627.0,1668382.0,1837774.0,577402.0,60.032178620787604
BUENOS AIRES,La Plata,1202.0,2630.0,7221.0,10079.0,6357.0,4343.0,7195.0,37509.0,80813.0,79119.0,236468.0,210040.0,772618.0,329119.0,71.8487841783671
BUENOS AIRES,Lanús,138.0,424.0,596.0,6334.0,833.0,809.0,1840.0,43213.0,29918.0,50415.0,134520.0,459262.0,462051.0,179602.0,74.89894321889511
BUENOS AIRES,Laprida,0.0,0.0,42.0,32.0,1362.0,0.0,0.0,965.0,442.0,29.0,2872.0,9124.0,11726.0,5471.0,52.494973496618535
BUENOS AIRES,Las Flores,1.0,152.0,2589.0,2089.0,363.0,38.0,1.0,22.0,2.0,0.0,5257.0,21672.0,26651.0,12045.0,43.64466583644666
BUENOS AIRES,Leandro N. Alem,99.0,8.0,1316.0,1661.0,735.0,499.0,0.0,4.0,0.0,0.0,4322.0,12034.0,17587.0,7496.0,57.657417289220916
BUENOS AIRES,Lincoln,1.0,256.0,1521.0,1971.0,518.0,87.0,409.0,28.0,4802.0,1615.0,11208.0,37126.0,44974.0,20147.0,55.631111331711914
BUENOS AIRES,Lobería,16.0,8.0,654.0,1024.0,909.0,86.0,0.0,27.0,92.0,98.0,2914.0,14693.0,18234.0,8159.0,35.71516117171222
BUENOS AIRES,Lobos,1.0,2158.0,772.0,3770.0,229.0,19.0,658.0,3.0,1076.0,178.0,8864.0,31126.0,41717.0,18849.0,47.02636744654889
BUENOS AIRES,Lomas de Zamora,336.0,902.0,1217.0,10981.0,1095.0,986.0,2245.0,42150.0,19456.0,76250.0,155618.0,616279.0,694330.0,235537.0,66.06944981043318
BUENOS AIRES,Luján,93.0,413.0,1713.0,5529.0,1472.0,4313.0,382.0,2126.0,8801.0,6610.0,31452.0,102510.0,111365.0,41348.0,76.06655702815131
BUENOS AIRES,Magdalena,423.0,103.0,1423.0,2378.0,867.0,0.0,318.0,1.0,137.0,0.0,5650.0,12280.0,26734.0,9135.0,61.850027367268744
BUENOS AIRES,Maipú,1100.0,76.0,40.0,292.0,429.0,0.0,0.0,3.0,0.0,0.0,1940.0,9343.0,11517.0,4862.0,39.90127519539284
BUENOS AIRES,Malvinas Argentinas,429.0,776.0,4071.0,4750.0,1489.0,3068.0,2442.0,8423.0,1838.0,18237.0,45523.0,322375.0,351788.0,102534.0,44.397955800027304
BUENOS AIRES,Mar Chiquita,0.0,650.0,1826.0,3842.0,148.0,386.0,18.0,150.0,10.0,4.0,7034.0,18190.0,33284.0,21735.0,32.36254888428802
BUENOS AIRES,Marcos Paz,1.0,117.0,1937.0,3281.0,656.0,2146.0,3.0,555.0,357.0,501.0,9554.0,50460.0,67154.0,22652.0,42.177291188416035
BUENOS AIRES,Mercedes,1.0,60.0,801.0,2404.0,308.0,2998.0,100.0,3205.0,955.0,507.0,11339.0,58045.0,73477.0,30377.0,37.32758336899628
BUENOS AIRES,Merlo,66.0,525.0,7348.0,6403.0,495.0,77.0,416.0,42202.0,8853.0,47678.0,114063.0,527658.0,580806.0,180086.0,63.338071810135155
BUENOS AIRES,Monte,1.0,90.0,1782.0,1671.0,42.0,759.0,96.0,2.0,1881.0,441.0,6765.0,603.0,24481.0,10668.0,63.41394825646795
BUENOS AIRES,Monte Hermoso,0.0,0.0,384.0,4174.0,290.0,691.0,0.0,304.0,4.0,13.0,5860.0,6469.0,8821.0,12035.0,48.69131699210635
BUENOS AIRES,Moreno,5.0,188.0,3299.0,13324.0,376.0,16774.0,978.0,26871.0,6613.0,31463.0,99891.0,452506.0,574374.0,185106.0,53.964215098376066
BUENOS AIRES,Morón,9.0,266.0,529.0,2401.0,1010.0,911.0,1810.0,18985.0,42045.0,36858.0,104824.0,321107.0,334178.0,141940.0,73.85092292517965
BUENOS AIRES,Navarro,5.0,28.0,322.0,1771.0,344.0,1.0,928.0,634.0,307.0,73.0,4413.0,13916.0,20383.0,8547.0,51.63215163215163
BUENOS AIRES,Necochea,0.0,334.0,3392.0,3928.0,2343.0,596.0,2399.0,478.0,7535.0,3712.0,24717.0,88207.0,104977.0,49693.0,49.73939991548105
BUENOS AIRES,Olavarría,1.0,18.0,1178.0,2132.0,1284.0,428.0,876.0,46.0,10211.0,7631.0,23805.0,109515.0,126328.0,51989.0,45.78853218950162
BUENOS AIRES,Patagones,0.0,19.0,518.0,776.0,749.0,1000.0,0.0,4161.0,1.0,0.0,7224.0,28220.0,37811.0,17386.0,41.55067295525135
BUENOS AIRES,Pehuajó,10.0,40.0,2210.0,1468.0,1265.0,12.0,0.0,5.0,0.0,0.0,5010.0,37435.0,42561.0,19929.0,25.139244317326508
BUENOS AIRES,Pellegrini,0.0,3.0,20.0,898.0,245.0,0.0,2.0,1.0,0.0,0.0,1169.0,5115.0,6948.0,3158.0,37.017099430019
BUENOS AIRES,Pergamino,118.0,495.0,5428.0,1741.0,670.0,377.0,543.0,133.0,11310.0,4933.0,25748.0,97600.0,114052.0,47895.0,53.759265058983196
BUENOS AIRES,Pila,0.0,12.0,6.0,37.0,5.0,0.0,0.0,1.0,0.0,0.0,61.0,2568.0,4609.0,2178.0,2.800734618916437
BUENOS AIRES,Pilar,233.0,396.0,4310.0,13912.0,1768.0,10481.0,987.0,12499.0,10445.0,24745.0,79776.0,286789.0,395072.0,137471.0,58.03114838765995
BUENOS AIRES,Pinamar,1000.0,22.0,87.0,16102.0,4700.0,51.0,116.0,21.0,2157.0,1432.0,25688.0,25397.0,40259.0,32406.0,79.26927112263161
BUENOS AIRES,Presidente Perón,2.0,10.0,195.0,620.0,43.0,6.0,42.0,3577.0,327.0,11747.0,16569.0,80824.0,102128.0,32171.0,51.50290634422306
BUENOS AIRES,Punta Indio,0.0,1.0,963.0,79.0,131.0,1.0,0.0,1.0,0.0,0.0,1176.0,7500.0,12419.0,6779.0,17.34769139991149
BUENOS AIRES,Puán,2142.0,2.0,603.0,1689.0,259.0,757.0,0.0,281.0,1.0,0.0,5734.0,13152.0,16427.0,8809.0,65.09251901464411
BUENOS AIRES,Quilmes,3.0,214.0,1403.0,7111.0,1003.0,1258.0,2444.0,47172.0,25015.0,65638.0,151261.0,582944.0,636026.0,221851.0,68.18134694006338
BUENOS AIRES,Ramallo,1544.0,16.0,27.0,731.0,244.0,20.0,48.0,4.0,1949.0,795.0,5378.0,17889.0,39116.0,14796.0,36.347661530143284
BUENOS AIRES,Rauch,0.0,91.0,207.0,550.0,711.0,105.0,0.0,6.0,0.0,0.0,1670.0,12705.0,17234.0,8168.0,20.44564152791381
BUENOS AIRES,Rivadavia,148.0,575.0,2411.0,994.0,89.0,0.0,0.0,1.0,0.0,0.0,4218.0,14903.0,19844.0,8304.0,50.79479768786127
BUENOS AIRES,Rojas,153.0,527.0,3527.0,1064.0,611.0,32.0,16.0,16.0,656.0,300.0,6902.0,21774.0,25290.0,11703.0,58.976330855336236
BUENOS AIRES,Roque Pérez,0.0,422.0,63.0,1491.0,140.0,14.0,21.0,0.0,399.0,69.0,2619.0,10757.0,14032.0,6057.0,43.23922734026746
BUENOS AIRES,Saavedra,0.0,2.0,906.0,244.0,2821.0,1.0,314.0,286.0,37.0,0.0,4611.0,18474.0,22846.0,10639.0,43.34053952439139
BUENOS AIRES,Saladillo,1.0,9.0,425.0,2224.0,1406.0,19.0,435.0,13.0,4051.0,876.0,9459.0,28455.0,35669.0,16213.0,58.342071177450194
BUENOS AIRES,Salliqueló,36.0,2.0,13.0,33.0,116.0,0.0,0.0,2.0,0.0,0.0,202.0,8270.0,9941.0,4468.0,4.521038495971352
BUENOS AIRES,Salto,2460.0,194.0,767.0,5609.0,308.0,118.0,1285.0,42.0,42.0,5.0,10830.0,30740.0,40157.0,15774.0,68.6572841384557
BUENOS AIRES,San Andrés de Giles,0.0,4.0,1119.0,2959.0,260.0,11.0,1479.0,2.0,446.0,130.0,6410.0,18741.0,26474.0,11044.0,58.04056501267657
BUENOS AIRES,San Antonio de Areco,1.0,91.0,3099.0,581.0,624.0,34.0,57.0,8.0,2450.0,1506.0,8451.0,21523.0,26671.0,10583.0,79.85448360578286
BUENOS AIRES,San Cayetano,0.0,0.0,1048.0,1260.0,94.0,0.0,0.0,24.0,3.0,0.0,2429.0,7451.0,9611.0,4695.0,51.735889243876464
BUENOS AIRES,San Fernando,1.0,670.0,1690.0,4520.0,323.0,1126.0,1169.0,3438.0,15143.0,19550.0,47630.0,160285.0,172524.0,62400.0,76.3301282051282
BUENOS AIRES,San Isidro,33.0,807.0,1140.0,6755.0,814.0,5115.0,3095.0,2400.0,39052.0,40503.0,99714.0,292877.0,298777.0,121324.0,82.18819030035277
